id_venta,fecha,producto,categoria,cantidad,precio_unitario,cliente,region,edad_cliente,ingresos_anuales
177,2025-07-11,Monitor Samsung,Electrónica,3,260.18,Juan González,Sur,36,50700.41
217,2025-07-11,Mouse Inalámbrico,Accesorios,2,33.94,Laura Pérez,Norte,52,107651.43
84,2025-07-11,Laptop HP,Electrónica,3,1302.52,María Fernández,Sur,53,113086.32
442,2025-07-12,Laptop Dell,Electrónica,1,1270.37,Pedro López,Oeste,25,62196.44
356,2025-07-12,Monitor Samsung,Electrónica,1,256.72,Ana López,Norte,29,44055.41
129,2025-07-13,Webcam Full HD,Accesorios,2,151.41,Laura González,Norte,49,80424.72
89,2025-07-14,Monitor Dell,Electrónica,1,341.63,Carlos López,Norte,51,91333.17
33,2025-07-14,Webcam Full HD,Accesorios,3,112.54,Juan Sánchez,Norte,31,82533.45
302,2025-07-15,Mouse Gaming,Accesorios,1,51.54,Valentina García,Este,41,89447.39
291,2025-07-17,Monitor Dell,Electrónica,3,331.79,Diego García,Sur,35,70037.8
264,2025-07-19,Laptop HP,Electrónica,2,1093.17,Juan Pérez,Norte,42,73542.85
361,2025-07-20,Laptop Lenovo,Electrónica,2,1249.78,Juan Rodríguez,Norte,36,53091.24
25,2025-07-20,Monitor Dell,Electrónica,1,315.72,Laura Sánchez,Norte,22,60666.05
334,2025-07-20,Auriculares Logitech,Accesorios,1,70.34,Miguel González,Este,36,61645.28
322,2025-07-20,Teclado Inalámbrico,Accesorios,3,43.48,Ana González,Norte,27,45845.39
138,2025-07-21,Monitor Samsung,Electrónica,1,396.18,Sofía López,Sur,42,74150.78
51,2025-07-23,Webcam Full HD,Accesorios,1,177.95,Valentina Martínez,Oeste,40,63050.58
405,2025-07-24,Mouse Gaming,Accesorios,2,115.62,Diego González,Sur,23,50770.91
81,2025-07-24,Webcam Full HD,Accesorios,1,105.14,Ana Fernández,Norte,59,94858.86
433,2025-07-25,Mouse Gaming,Accesorios,3,67.7,Miguel Fernández,Oeste,55,117597.32
209,2025-07-26,Monitor LG,Electrónica,3,345.09,Laura González,Este,39,73483.99
14,2025-07-26,Webcam Full HD,Accesorios,1,129.38,Valentina Martínez,Oeste,32,76980.37
325,2025-07-26,Mouse Gaming,Accesorios,1,105.19,María López,Norte,25,55725.74
411,2025-07-29,Monitor Dell,Electrónica,2,273.95,Valentina Fernández,Norte,50,79760.43
124,2025-07-29,Mouse Gaming,Accesorios,2,110.45,María López,Norte,43,64851.43
393,2025-07-30,Webcam Full HD,Accesorios,3,106.9,Pedro Martínez,Norte,56,80547.86
259,2025-08-01,Webcam HD,Accesorios,2,50.61,Pedro Martínez,Norte,51,85858.94
199,2025-08-01,Teclado Mecánico,Accesorios,2,112.38,Valentina Rodríguez,Oeste,39,88044.42
404,2025-08-02,Teclado Mecánico,Accesorios,1,134.63,Ana Sánchez,Este,48,92197.18
92,2025-08-02,Mouse Inalámbrico,Accesorios,1,51.98,Sofía Fernández,Este,36,57196.75
418,2025-08-04,Mouse Inalámbrico,Accesorios,1,52.19,Valentina González,Oeste,21,39725.22
50,2025-08-08,Monitor LG,Electrónica,1,239.23,Pedro Pérez,Norte,49,79400.8
223,2025-08-09,Laptop HP,Electrónica,1,1139.59,Valentina García,Oeste,24,61653.85
500,2025-08-10,Mouse Gaming,Accesorios,2,68.48,Juan Fernández,Norte,51,74136.19
83,2025-08-10,Laptop Dell,Electrónica,1,1275.95,Miguel García,Oeste,42,86053.76
73,2025-08-12,Teclado Mecánico,Accesorios,2,83.18,Sofía Fernández,Oeste,43,66871.51
402,2025-08-12,Laptop HP,Electrónica,3,990.87,Pedro García,Norte,26,56718.14
372,2025-08-13,Monitor Samsung,Electrónica,1,250.48,Sofía López,Este,57,105087.27
168,2025-08-14,Teclado Inalámbrico,Accesorios,3,86.58,Sofía González,Este,57,109944.57
244,2025-08-14,Laptop Dell,Electrónica,2,1304.24,Ana García,Este,21,38708.84
13,2025-08-15,Monitor Dell,Electrónica,1,371.95,Pedro Pérez,Sur,22,47213.96
309,2025-08-15,Teclado Inalámbrico,Accesorios,2,54.12,Laura Pérez,Oeste,42,75336.42
398,2025-08-15,Laptop Dell,Electrónica,3,1445.11,Miguel García,Sur,29,75846.95
267,2025-08-16,Teclado Inalámbrico,Accesorios,2,57.66,Ana Pérez,Este,26,44691.1
34,2025-08-18,Monitor Dell,Electrónica,2,269.04,Carlos Fernández,Oeste,46,88269.75
11,2025-08-19,Laptop Lenovo,Electrónica,1,1197.07,Valentina García,Oeste,26,49117.95
376,2025-08-20,Laptop Dell,Electrónica,1,1034.51,Sofía Rodríguez,Oeste,28,59561.78
261,2025-08-20,Laptop HP,Electrónica,2,1062.34,Carlos García,Norte,48,105111.7
336,2025-08-20,Mouse Gaming,Accesorios,1,73.86,Pedro López,Sur,39,82955.08
174,2025-08-21,Webcam HD,Accesorios,1,80.85,Juan Sánchez,Este,53,99434.15
61,2025-08-21,Laptop Dell,Electrónica,1,1026.74,Carlos González,Norte,26,51835.68
491,2025-08-22,Monitor Samsung,Electrónica,3,399.58,Carlos López,Este,33,57156.55
98,2025-08-24,Laptop HP,Electrónica,1,1178.87,Carlos Martínez,Norte,56,96187.16
186,2025-08-24,Webcam Full HD,Accesorios,1,91.73,Ana González,Norte,57,93187.25
202,2025-08-25,Monitor Dell,Electrónica,3,287.46,María Sánchez,Norte,34,49436.08
250,2025-08-26,Webcam Full HD,Accesorios,2,93.92,Ana López,Este,60,109817.49
347,2025-08-27,Monitor Samsung,Electrónica,3,305.36,Sofía González,Norte,52,80855.56
412,2025-08-28,Auriculares Sony,Accesorios,1,167.43,María López,Este,47,85933.48
436,2025-08-29,Auriculares Sony,Accesorios,2,175.9,Juan Pérez,Norte,55,107914.75
15,2025-08-29,Laptop Lenovo,Electrónica,3,864.14,Ana Rodríguez,Oeste,23,43203.28
387,2025-08-29,Mouse Gaming,Accesorios,3,102.41,Valentina Rodríguez,Sur,37,80150.96
165,2025-08-29,Laptop Dell,Electrónica,2,1259.13,Valentina López,Sur,37,62276.44
409,2025-08-29,Mouse Gaming,Accesorios,2,98.3,María Rodríguez,Oeste,60,101109.2
370,2025-08-30,Auriculares Sony,Accesorios,1,151.13,Juan López,Norte,33,56147.31
69,2025-08-30,Webcam Full HD,Accesorios,1,129.26,Valentina González,Oeste,27,55827.19
77,2025-08-30,Laptop HP,Electrónica,2,941.37,Pedro Pérez,Oeste,52,96520.15
293,2025-09-02,Laptop Dell,Electrónica,3,1464.81,Carlos Martínez,Este,45,90136.0
481,2025-09-03,Webcam Full HD,Accesorios,3,96.69,Carlos Fernández,Este,47,91185.22
479,2025-09-03,Auriculares Logitech,Accesorios,2,106.34,Juan Fernández,Norte,51,92989.8
420,2025-09-05,Mouse Inalámbrico,Accesorios,2,56.06,Diego López,Sur,20,37529.74
457,2025-09-05,Auriculares Sony,Accesorios,1,173.65,Laura González,Sur,49,83554.34
461,2025-09-05,Monitor Samsung,Electrónica,1,315.16,Juan López,Norte,60,120000.0
245,2025-09-06,Mouse Gaming,Accesorios,3,56.13,Miguel García,Este,22,32566.33
172,2025-09-06,Monitor LG,Electrónica,2,360.94,Carlos Pérez,Este,29,62143.69
430,2025-09-06,Monitor LG,Electrónica,1,342.49,Laura Fernández,Norte,29,62861.66
413,2025-09-09,Auriculares Logitech,Accesorios,3,146.46,Sofía Sánchez,Este,45,69903.07
28,2025-09-09,Webcam Full HD,Accesorios,3,149.58,Valentina Sánchez,Norte,21,48571.86
468,2025-09-09,Auriculares Logitech,Accesorios,2,135.03,Pedro Pérez,Oeste,37,77529.19
9,2025-09-09,Monitor LG,Electrónica,1,313.88,Miguel Rodríguez,Este,20,39564.63
132,2025-09-12,Teclado Mecánico,Accesorios,3,97.77,Sofía Fernández,Norte,56,105099.84
394,2025-09-13,Mouse Gaming,Accesorios,2,83.32,Carlos González,Norte,26,50498.28
424,2025-09-13,Webcam HD,Accesorios,1,61.24,Sofía López,Norte,54,99305.86
249,2025-09-13,Laptop HP,Electrónica,2,1378.66,Valentina García,Sur,44,63508.53
338,2025-09-14,Laptop HP,Electrónica,1,1136.45,Sofía Pérez,Sur,25,50433.39
127,2025-09-14,Webcam HD,Accesorios,3,59.22,Diego López,Este,38,67919.73
285,2025-09-17,Teclado Mecánico,Accesorios,2,80.23,Miguel Rodríguez,Oeste,36,63281.42
164,2025-09-19,Mouse Gaming,Accesorios,3,63.05,Pedro Rodríguez,Sur,42,74588.6
6,2025-09-21,Monitor Samsung,Electrónica,3,286.15,Carlos Fernández,Norte,55,100083.06
133,2025-09-21,Laptop Lenovo,Electrónica,3,1249.36,María López,Oeste,43,88509.6
151,2025-09-21,Webcam Full HD,Accesorios,3,175.82,Pedro García,Este,56,113139.22
222,2025-09-22,Webcam Full HD,Accesorios,2,144.26,Carlos Rodríguez,Sur,27,45598.84
452,2025-09-23,Auriculares Logitech,Accesorios,3,66.66,María García,Este,35,57704.89
159,2025-09-23,Teclado Inalámbrico,Accesorios,1,53.58,Miguel Pérez,Este,39,65473.69
423,2025-09-23,Mouse Inalámbrico,Accesorios,3,55.09,Miguel García,Norte,20,42139.04
351,2025-09-25,Laptop HP,Electrónica,2,905.85,Carlos López,Norte,34,45606.1
312,2025-09-25,Mouse Inalámbrico,Accesorios,2,37.9,María Pérez,Oeste,22,52127.74
310,2025-09-25,Laptop Lenovo,Electrónica,3,1048.48,Valentina Sánchez,Oeste,47,100084.46
143,2025-09-25,Monitor Dell,Electrónica,2,347.15,Miguel Rodríguez,Este,29,54618.99
271,2025-09-26,Auriculares Logitech,Accesorios,2,102.69,Pedro Sánchez,Este,35,72382.96
276,2025-09-26,Mouse Gaming,Accesorios,1,115.62,María Martínez,Norte,40,68006.06
109,2025-09-27,Teclado Inalámbrico,Accesorios,1,81.4,Carlos Rodríguez,Norte,24,53734.0
488,2025-09-28,Laptop Lenovo,Electrónica,1,1234.74,Carlos López,Norte,49,120000.0
365,2025-09-30,Laptop HP,Electrónica,3,1144.45,Carlos González,Sur,59,120000.0
96,2025-09-30,Auriculares Logitech,Accesorios,1,61.81,Diego Fernández,Sur,44,78312.3
95,2025-10-01,Teclado Mecánico,Accesorios,3,115.82,Valentina Fernández,Este,34,68136.66
46,2025-10-02,Webcam Full HD,Accesorios,3,84.11,Valentina Pérez,Sur,56,109220.74
328,2025-10-02,Webcam Full HD,Accesorios,2,171.08,Miguel González,Oeste,26,43835.8
473,2025-10-04,Teclado Inalámbrico,Accesorios,1,67.67,Valentina González,Oeste,44,78272.5
319,2025-10-04,Monitor Dell,Electrónica,2,362.52,Sofía Martínez,Sur,52,91947.15
273,2025-10-05,Auriculares Logitech,Accesorios,2,94.98,Ana Fernández,Oeste,40,75541.19
419,2025-10-05,Teclado Mecánico,Accesorios,3,131.02,Pedro López,Norte,48,111397.22
24,2025-10-07,Auriculares Sony,Accesorios,2,124.22,Pedro González,Sur,25,56519.33
39,2025-10-07,Monitor Dell,Electrónica,2,341.36,María Sánchez,Este,41,64743.02
153,2025-10-09,Mouse Inalámbrico,Accesorios,1,43.53,Pedro Fernández,Sur,26,55266.4
145,2025-10-09,Laptop Lenovo,Electrónica,3,890.65,Pedro López,Oeste,30,71413.12
446,2025-10-10,Webcam Full HD,Accesorios,1,119.07,Juan Fernández,Norte,24,40802.35
352,2025-10-11,Teclado Mecánico,Accesorios,2,137.17,Pedro Fernández,Este,37,77926.49
415,2025-10-12,Monitor Dell,Electrónica,3,260.42,María García,Este,35,66151.1
86,2025-10-12,Mouse Inalámbrico,Accesorios,1,54.49,Ana Martínez,Oeste,36,74148.09
348,2025-10-12,Mouse Gaming,Accesorios,3,115.92,Miguel Martínez,Sur,30,49038.11
477,2025-10-12,Mouse Gaming,Accesorios,1,50.93,Pedro Pérez,Norte,51,85429.82
243,2025-10-13,Teclado Inalámbrico,Accesorios,1,67.0,Pedro González,Sur,41,79720.49
216,2025-10-14,Monitor Samsung,Electrónica,3,351.48,Pedro Sánchez,Norte,60,109403.94
434,2025-10-14,Laptop Dell,Electrónica,3,1190.34,Valentina Martínez,Oeste,53,82198.97
236,2025-10-15,Monitor Samsung,Electrónica,2,358.65,Diego Rodríguez,Sur,55,97801.47
448,2025-10-16,Laptop HP,Electrónica,3,1002.7,Ana Fernández,Este,34,77558.12
429,2025-10-17,Teclado Inalámbrico,Accesorios,3,72.73,Miguel García,Este,42,77928.04
463,2025-10-17,Mouse Gaming,Accesorios,3,51.11,Sofía López,Norte,22,48203.3
386,2025-10-17,Laptop HP,Electrónica,3,1100.72,María Sánchez,Sur,30,52910.36
247,2025-10-18,Laptop Dell,Electrónica,2,1058.18,Sofía Martínez,Sur,33,69084.41
120,2025-10-20,Auriculares Sony,Accesorios,1,193.21,Sofía Pérez,Sur,47,79234.86
137,2025-10-20,Teclado Mecánico,Accesorios,1,82.4,Laura Sánchez,Sur,28,36865.31
382,2025-10-22,Monitor Dell,Electrónica,1,281.44,Juan García,Norte,49,85222.66
278,2025-10-22,Laptop Lenovo,Electrónica,2,918.21,Miguel Sánchez,Norte,27,53384.29
484,2025-10-22,Laptop Dell,Electrónica,1,1247.85,Sofía Martínez,Norte,26,51656.87
381,2025-10-22,Teclado Inalámbrico,Accesorios,2,54.76,Carlos Sánchez,Este,33,58707.27
108,2025-10-23,Auriculares Logitech,Accesorios,1,94.13,Laura González,Oeste,48,91293.94
240,2025-10-27,Webcam Full HD,Accesorios,2,113.36,Valentina González,Norte,32,65790.19
103,2025-10-27,Teclado Inalámbrico,Accesorios,1,63.83,Pedro Fernández,Sur,23,48197.57
197,2025-10-27,Teclado Mecánico,Accesorios,3,110.36,María Fernández,Sur,38,72780.03
37,2025-10-29,Monitor LG,Electrónica,1,368.53,Pedro Pérez,Este,52,95425.43
206,2025-10-30,Teclado Inalámbrico,Accesorios,1,69.94,Valentina López,Sur,33,75008.27
362,2025-11-01,Monitor Samsung,Electrónica,1,397.02,María Rodríguez,Sur,42,68332.33
458,2025-11-01,Laptop Dell,Electrónica,3,1192.81,Miguel González,Este,20,56953.88
221,2025-11-01,Laptop Lenovo,Electrónica,1,1024.85,Juan López,Oeste,57,108296.94
301,2025-11-01,Monitor LG,Electrónica,2,324.67,Carlos López,Norte,40,59848.68
178,2025-11-02,Mouse Inalámbrico,Accesorios,2,22.99,Ana López,Este,31,69450.15
20,2025-11-03,Mouse Gaming,Accesorios,1,83.94,Valentina González,Oeste,34,62854.13
260,2025-11-04,Auriculares Logitech,Accesorios,1,118.15,Diego Rodríguez,Sur,23,45090.61
85,2025-11-04,Laptop HP,Electrónica,3,1096.12,Miguel Fernández,Norte,43,78767.58
229,2025-11-06,Monitor Samsung,Electrónica,3,322.53,Juan González,Oeste,32,73661.53
214,2025-11-07,Monitor Dell,Electrónica,1,270.85,Diego Martínez,Este,29,50261.63
414,2025-11-07,Monitor LG,Electrónica,3,289.92,Laura Fernández,Sur,45,86211.47
241,2025-11-07,Webcam HD,Accesorios,1,84.5,Valentina Fernández,Sur,35,66799.81
122,2025-11-09,Monitor LG,Electrónica,2,246.48,Juan Pérez,Sur,59,108942.13
290,2025-11-09,Auriculares Logitech,Accesorios,3,126.21,Laura Rodríguez,Norte,36,67087.51
300,2025-11-09,Mouse Inalámbrico,Accesorios,2,53.11,Pedro Martínez,Norte,37,71567.5
288,2025-11-10,Monitor Dell,Electrónica,2,341.27,Laura Rodríguez,Este,55,102966.26
258,2025-11-10,Monitor Dell,Electrónica,2,271.57,Sofía Pérez,Norte,20,30000.0
320,2025-11-10,Mouse Gaming,Accesorios,2,101.78,Miguel Pérez,Oeste,41,73692.91
432,2025-11-10,Mouse Gaming,Accesorios,3,109.39,María Fernández,Sur,56,93312.06
99,2025-11-11,Monitor Dell,Electrónica,2,373.94,Laura Rodríguez,Norte,52,95537.61
252,2025-11-12,Webcam HD,Accesorios,2,96.82,Laura Sánchez,Norte,21,46665.02
74,2025-11-12,Auriculares Logitech,Accesorios,2,118.22,María González,Oeste,56,112640.06
391,2025-11-12,Laptop Dell,Electrónica,2,1343.51,Miguel Sánchez,Este,29,52055.42
204,2025-11-12,Monitor Dell,Electrónica,2,308.76,Sofía Pérez,Norte,39,77985.69
493,2025-11-13,Auriculares Logitech,Accesorios,2,116.88,Sofía Pérez,Oeste,44,66595.17
494,2025-11-14,Mouse Inalámbrico,Accesorios,1,51.28,Diego Sánchez,Sur,36,86996.39
330,2025-11-16,Teclado Inalámbrico,Accesorios,1,53.17,Juan Sánchez,Oeste,44,101581.84
67,2025-11-17,Monitor Dell,Electrónica,1,387.86,Laura González,Norte,26,43615.56
454,2025-11-18,Monitor Samsung,Electrónica,3,339.86,Pedro Martínez,Sur,22,36369.12
421,2025-11-19,Mouse Gaming,Accesorios,1,103.27,Ana González,Norte,49,73534.6
218,2025-11-20,Mouse Gaming,Accesorios,3,56.33,María Rodríguez,Sur,23,42876.2
160,2025-11-20,Laptop Lenovo,Electrónica,2,1060.29,María Fernández,Norte,44,91136.58
388,2025-11-21,Teclado Mecánico,Accesorios,1,120.83,Miguel Sánchez,Norte,47,78271.31
444,2025-11-24,Teclado Inalámbrico,Accesorios,1,80.82,Diego Fernández,Oeste,22,33479.05
5,2025-11-25,Monitor LG,Electrónica,1,317.21,Diego Martínez,Oeste,44,77193.61
269,2025-11-25,Auriculares Logitech,Accesorios,1,140.9,María Pérez,Sur,22,46411.8
497,2025-11-28,Monitor LG,Electrónica,2,321.18,Valentina Rodríguez,Norte,30,49523.66
162,2025-11-29,Webcam Full HD,Accesorios,2,140.08,María García,Este,23,43260.11
344,2025-11-29,Auriculares Sony,Accesorios,3,104.49,Juan Sánchez,Oeste,38,73092.94
331,2025-11-30,Webcam Full HD,Accesorios,3,139.84,Miguel González,Este,23,33418.96
201,2025-12-01,Mouse Inalámbrico,Accesorios,2,49.01,María González,Sur,58,114923.23
385,2025-12-01,Laptop HP,Electrónica,1,1256.98,Laura Fernández,Este,23,49324.16
286,2025-12-02,Webcam Full HD,Accesorios,1,152.34,Valentina Pérez,Oeste,23,70981.99
467,2025-12-04,Laptop Dell,Electrónica,1,1447.67,Sofía López,Norte,21,30000.0
27,2025-12-04,Laptop Dell,Electrónica,3,1198.79,Sofía García,Este,47,80224.19
407,2025-12-05,Mouse Gaming,Accesorios,1,104.69,Pedro Sánchez,Oeste,23,61205.41
54,2025-12-06,Teclado Mecánico,Accesorios,3,146.1,Sofía González,Sur,54,116644.75
212,2025-12-06,Auriculares Sony,Accesorios,2,148.88,Diego Sánchez,Sur,35,72034.29
296,2025-12-08,Monitor LG,Electrónica,2,231.03,Diego López,Este,47,96729.57
396,2025-12-09,Monitor Dell,Electrónica,1,264.52,María García,Oeste,27,58895.94
224,2025-12-09,Auriculares Logitech,Accesorios,3,102.9,Laura Fernández,Sur,40,57759.3
125,2025-12-10,Mouse Gaming,Accesorios,2,84.89,Juan García,Norte,41,71075.32
205,2025-12-11,Laptop HP,Electrónica,1,947.63,Miguel González,Sur,54,88253.19
499,2025-12-12,Laptop Dell,Electrónica,2,1292.33,Diego Martínez,Sur,51,111311.55
231,2025-12-13,Teclado Inalámbrico,Accesorios,2,57.67,Pedro González,Sur,43,78450.5
18,2025-12-14,Webcam Full HD,Accesorios,2,168.33,Miguel Pérez,Sur,52,102732.67
337,2025-12-14,Mouse Gaming,Accesorios,3,99.18,Ana Fernández,Oeste,22,47842.34
185,2025-12-15,Webcam Full HD,Accesorios,3,133.04,Pedro Sánchez,Oeste,22,41983.74
321,2025-12-16,Laptop Dell,Electrónica,3,1420.72,Carlos García,Oeste,35,63824.27
100,2025-12-16,Webcam Full HD,Accesorios,2,98.66,Sofía Pérez,Norte,22,30000.0
268,2025-12-18,Mouse Inalámbrico,Accesorios,2,23.94,Sofía Sánchez,Sur,57,118545.32
190,2025-12-19,Monitor Samsung,Electrónica,2,301.9,María García,Norte,60,111773.97
340,2025-12-21,Mouse Gaming,Accesorios,1,73.19,Sofía Fernández,Este,39,58271.97
378,2025-12-21,Webcam Full HD,Accesorios,3,82.45,Sofía López,Sur,32,54150.97
93,2025-12-21,Mouse Inalámbrico,Accesorios,1,54.73,Ana Pérez,Este,41,85487.27
41,2025-12-21,Webcam HD,Accesorios,2,64.83,María García,Oeste,32,49767.34
130,2025-12-25,Laptop Dell,Electrónica,3,1167.18,Carlos Sánchez,Sur,29,58237.02
192,2025-12-26,Mouse Inalámbrico,Accesorios,1,26.7,Carlos López,Sur,28,59925.24
118,2025-12-26,Monitor Samsung,Electrónica,2,277.24,Laura Fernández,Oeste,42,95275.94
207,2025-12-27,Mouse Inalámbrico,Accesorios,2,37.95,Juan Rodríguez,Oeste,27,67607.6
142,2025-12-28,Mouse Inalámbrico,Accesorios,1,48.81,Laura Rodríguez,Este,50,101175.92
313,2025-12-29,Webcam HD,Accesorios,2,95.31,Sofía Fernández,Norte,47,83134.93
279,2025-12-30,Mouse Inalámbrico,Accesorios,1,42.32,Pedro López,Norte,23,43309.77
318,2025-12-30,Laptop HP,Electrónica,1,955.37,Miguel Rodríguez,Oeste,53,102441.93
